IP_LOC,Method_LOC,Var_Init,Def_C,Def_V,Def_Null,Def_Lib,Def_User,Def_If,Def_For,Def_While,Use_V,Use_Lib,Use_User,Use_If,Use_For,Use_While,If_Con,For_Con,While_Con,Defect
4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
6,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
6,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
5,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
5,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
11,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
5,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
5,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
10,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
16,20,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,TRUE
5,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
11,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
5,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
11,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
5,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
5,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
5,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
11,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,TRUE
5,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
5,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
11,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,TRUE
5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
10,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
5,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
5,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
10,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
